product_id,evaldate,eval_freq
1372610209,20.0,1
1372610209,22.0,1
1372610209,23.0,3
1372610209,24.0,2
1372610209,25.0,3
1372610209,26.0,2
1372610209,27.0,1
1372610209,28.0,1
1372610209,29.0,1
1372610209,30.0,2
1372610209,31.0,1
1389260212,11.0,1
1389260212,23.0,1
1389260212,24.0,1
1389260212,28.0,1
1391774046,2.0,1
1391774046,4.0,3
1391774046,5.0,1
1391774046,6.0,2
1391774046,8.0,1
1391774046,10.0,2
1391774046,11.0,1
1391774046,12.0,1
1391774046,13.0,2
1391774046,15.0,1
1391774046,16.0,4
1391774046,17.0,1
1391774046,19.0,2
1391774046,20.0,1
1391774046,22.0,2
1391774046,23.0,2
1391774046,24.0,3
1391774046,25.0,1
1391774046,26.0,1
1391774046,27.0,1
1391774046,28.0,1
1391774046,29.0,3
1391774046,30.0,1
1391774046,31.0,2
1409844412,1.0,4
1409844412,2.0,1
1409844412,4.0,1
1409844412,5.0,1
1409844412,6.0,1
1409844412,8.0,2
1409844412,9.0,1
1409844412,10.0,3
1409844412,11.0,2
1409844412,12.0,2
1409844412,13.0,2
1409844412,14.0,2
1409844412,15.0,1
1409844412,16.0,1
1409844412,17.0,6
1409844412,20.0,1
1409844412,21.0,1
1409844412,23.0,1
1409844412,24.0,1
1409844412,26.0,1
1409844412,27.0,1
1409844412,28.0,1
1409844412,29.0,1
1409844412,30.0,2
1423864616,1.0,1
1423864616,3.0,1
1423864616,4.0,2
1423864616,5.0,4
1423864616,6.0,2
1423864616,7.0,2
1423864616,8.0,2
1423864616,10.0,5
1423864616,11.0,1
1423864616,12.0,1
1423864616,13.0,1
1423864616,14.0,4
1423864616,15.0,3
1423864616,16.0,2
1423864616,17.0,4
1423864616,18.0,2
1423864616,19.0,3
1423864616,20.0,4
1423864616,21.0,3
1423864616,22.0,6
1423864616,23.0,3
1423864616,24.0,5
1423864616,25.0,3
1423864616,26.0,4
1423864616,27.0,1
1423864616,28.0,3
1423864616,29.0,3
1423864616,30.0,4
1423864616,31.0,1
1452219697,6.0,1
1452219697,18.0,2
1452219697,29.0,1
1485070290,1.0,1
1485070290,2.0,2
1485070290,3.0,6
1485070290,4.0,9
1485070290,5.0,5
1485070290,6.0,5
1485070290,7.0,5
1485070290,8.0,1
1485070290,9.0,1
1485070290,10.0,7
1485070290,11.0,5
1485070290,12.0,6
1485070290,13.0,7
1485070290,14.0,2
1485070290,15.0,5
1485070290,16.0,7
1485070290,17.0,6
1485070290,18.0,6
1485070290,19.0,5
1485070290,20.0,2
1485070290,21.0,7
1485070290,22.0,11
1485070290,23.0,10
1485070290,24.0,3
1485070290,25.0,4
1485070290,26.0,11
1485070290,27.0,4
1485070290,28.0,5
1485070290,29.0,9
1485070290,30.0,2
1485070290,31.0,1
1485845156,13.0,1
1485845156,14.0,1
1485845156,16.0,1
1485845156,21.0,1
1485845156,22.0,2
1485845156,23.0,1
1485845156,27.0,1
1541241280,1.0,1
1541241280,2.0,4
1541241280,3.0,1
1541241280,4.0,1
1541241280,5.0,2
1541241280,6.0,4
1541241280,7.0,5
1541241280,8.0,2
1541241280,10.0,4
1541241280,11.0,3
1541241280,12.0,3
1541241280,13.0,3
1541241280,14.0,5
1541241280,15.0,2
1541241280,16.0,2
1541241280,17.0,2
1541241280,18.0,4
1541241280,19.0,3
1541241280,20.0,3
1541241280,21.0,4
1541241280,22.0,2
1541241280,23.0,2
1541241280,24.0,1
1541241280,26.0,2
1541241280,27.0,4
1541241280,28.0,6
1541241280,29.0,1
1541241280,30.0,3
1541241280,31.0,1
1594562260,2.0,1
1594562260,3.0,1
1594562260,8.0,1
1594562260,11.0,1
1594562260,23.0,1
1594562260,26.0,1
1594562260,28.0,1
1612365083,2.0,1
1612365083,4.0,2
1612365083,6.0,1
1612365083,7.0,1
1612365083,8.0,2
1612365083,10.0,1
1612365083,16.0,1
1612365083,24.0,1
1612365083,26.0,1
1612365083,29.0,1
1635459653,5.0,1
1635459653,8.0,1
1635459653,13.0,1
1635459653,14.0,1
1635459653,18.0,1
1635459653,19.0,1
1635459653,25.0,2
1635459653,26.0,1
1635459653,27.0,1
1635459653,29.0,1
1635459653,30.0,1
1655146871,2.0,2
1655146871,3.0,1
1655146871,8.0,1
1655146871,12.0,1
1655146871,13.0,1
1655146871,16.0,2
1655146871,18.0,1
1655146871,19.0,2
1655146871,20.0,1
1655146871,23.0,1
1655146871,24.0,1
1655146871,26.0,1
1655146871,27.0,1
1666767360,3.0,1
1666767360,5.0,2
1666767360,11.0,1
1666767360,12.0,1
1666767360,17.0,1
1666767360,18.0,1
1666767360,20.0,1
1666767360,22.0,1
1666767360,23.0,1
1666767360,26.0,1
1666767360,27.0,2
1679114113,14.0,1
1679114113,20.0,1
1688306296,1.0,3
1688306296,2.0,6
1688306296,3.0,4
1688306296,4.0,4
1688306296,5.0,6
1688306296,6.0,2
1688306296,7.0,3
1688306296,8.0,1
1688306296,10.0,5
1688306296,11.0,7
1688306296,12.0,10
1688306296,13.0,1
1688306296,14.0,3
1688306296,15.0,2
1688306296,17.0,2
1688306296,18.0,4
1688306296,19.0,2
1688306296,20.0,4
1688306296,21.0,4
1688306296,22.0,1
1688306296,23.0,2
1688306296,24.0,3
1688306296,25.0,3
1688306296,26.0,1
1688306296,27.0,3
1688306296,28.0,2
1688306296,29.0,5
1688306296,30.0,5
1688306296,31.0,2
1691802504,1.0,1
1691802504,2.0,1
1691802504,3.0,1
1691802504,4.0,3
1691802504,5.0,2
1691802504,7.0,2
1691802504,9.0,1
1691802504,10.0,2
1691802504,11.0,1
1691802504,13.0,2
1691802504,14.0,1
1691802504,15.0,1
1691802504,16.0,2
1691802504,17.0,1
1691802504,18.0,2
1691802504,19.0,1
1691802504,23.0,2
1691802504,24.0,1
1691802504,25.0,2
1691802504,26.0,1
1691802504,27.0,1
1691802504,28.0,5
1691802504,29.0,1
1691802504,30.0,2
1691802504,31.0,1
1692983177,4.0,3
1692983177,5.0,1
1692983177,7.0,1
1692983177,8.0,3
1692983177,9.0,1
1692983177,16.0,2
1692983177,18.0,1
1692983177,21.0,1
1692983177,25.0,1
1692983177,26.0,2
1697279598,7.0,1
1697279598,25.0,1
1749469539,1.0,4
1749469539,2.0,1
1749469539,3.0,2
1749469539,4.0,2
1749469539,5.0,2
1749469539,6.0,1
1749469539,7.0,6
1749469539,8.0,3
1749469539,9.0,2
1749469539,10.0,4
1749469539,11.0,4
1749469539,12.0,5
1749469539,13.0,6
1749469539,14.0,2
1749469539,15.0,8
1749469539,16.0,4
1749469539,17.0,3
1749469539,18.0,1
1749469539,19.0,5
1749469539,20.0,4
1749469539,21.0,1
1749469539,22.0,1
1749469539,23.0,2
1749469539,24.0,2
1749469539,25.0,4
1749469539,26.0,2
1749469539,27.0,2
1749469539,28.0,4
1749469539,29.0,7
1749469539,30.0,3
1749469539,31.0,3
1761633635,11.0,2
1761633635,13.0,1
1761633635,15.0,1
1761633635,17.0,1
1761633635,19.0,1
1761633635,20.0,1
1761633635,23.0,1
1761633635,25.0,1
1761633635,26.0,2
1761633635,27.0,1
1761633635,28.0,1
1820408823,4.0,1
1820408823,5.0,2
1820408823,6.0,1
1820408823,8.0,1
1820408823,9.0,1
1820408823,10.0,2
1820408823,11.0,3
1820408823,12.0,1
1820408823,17.0,1
1820408823,22.0,1
1820408823,24.0,1
1820408823,26.0,1
1820408823,27.0,1
1820408823,28.0,2
1820408823,29.0,1
1846297552,1.0,1
1846297552,2.0,3
1846297552,3.0,6
1846297552,4.0,3
1846297552,5.0,4
1846297552,6.0,4
1846297552,7.0,4
1846297552,8.0,2
1846297552,9.0,4
1846297552,10.0,5
1846297552,11.0,13
1846297552,12.0,6
1846297552,13.0,5
1846297552,14.0,4
1846297552,15.0,2
1846297552,16.0,4
1846297552,17.0,6
1846297552,18.0,10
1846297552,19.0,2
1846297552,20.0,4
1846297552,21.0,5
1846297552,22.0,3
1846297552,23.0,5
1846297552,25.0,3
1846297552,26.0,1
1846297552,27.0,3
1846297552,28.0,2
1846297552,29.0,2
1846297552,30.0,3
1846297552,31.0,1
1877556570,1.0,4
1877556570,2.0,2
1877556570,3.0,6
1877556570,4.0,8
1877556570,5.0,3
1877556570,6.0,11
1877556570,7.0,6
1877556570,8.0,2
1877556570,9.0,1
1877556570,10.0,7
1877556570,11.0,4
1877556570,12.0,8
1877556570,13.0,3
1877556570,14.0,8
1877556570,15.0,9
1877556570,16.0,11
1877556570,17.0,3
1877556570,18.0,4
1877556570,19.0,5
1877556570,20.0,10
1877556570,21.0,5
1877556570,22.0,8
1877556570,23.0,9
1877556570,24.0,3
1877556570,25.0,11
1877556570,26.0,6
1877556570,27.0,4
1877556570,28.0,5
1877556570,29.0,6
1877556570,30.0,3
1877556570,31.0,4
1900797979,1.0,2
1900797979,2.0,1
1900797979,3.0,1
1900797979,4.0,1
1900797979,5.0,1
1900797979,7.0,3
1900797979,9.0,2
1900797979,10.0,3
1900797979,11.0,2
1900797979,12.0,1
1900797979,13.0,1
1900797979,15.0,3
1900797979,16.0,5
1900797979,17.0,3
1900797979,21.0,1
1900797979,23.0,3
1900797979,24.0,3
1900797979,25.0,2
1900797979,27.0,1
1900797979,29.0,1
1902217651,11.0,1
1902217651,24.0,1
1902217651,28.0,1
1903089759,6.0,2
1903089759,7.0,1
1903089759,13.0,1
1903089759,16.0,1
1903089759,21.0,1
1903089759,28.0,2
1917215533,20.0,1
1917215533,22.0,3
1917215533,24.0,1
1917215533,27.0,1
1917215533,31.0,1
1925877721,1.0,3
1925877721,3.0,2
1925877721,4.0,2
1925877721,5.0,3
1925877721,6.0,4
1925877721,7.0,3
1925877721,8.0,2
1925877721,9.0,2
1925877721,10.0,1
1925877721,11.0,2
1925877721,12.0,3
1925877721,13.0,2
1925877721,15.0,2
1925877721,16.0,1
1925877721,17.0,3
1925877721,18.0,3
1925877721,19.0,1
1925877721,20.0,2
1925877721,21.0,1
1925877721,22.0,1
1925877721,23.0,1
1925877721,24.0,4
1925877721,25.0,3
1925877721,26.0,2
1925877721,27.0,1
1925877721,29.0,4
1925877721,31.0,2
1941745001,1.0,1
1941745001,2.0,2
1941745001,3.0,1
1941745001,4.0,2
1941745001,6.0,1
1941745001,7.0,1
1941745001,8.0,4
1941745001,9.0,1
1941745001,10.0,2
1941745001,11.0,1
1941745001,12.0,2
1941745001,13.0,2
1941745001,14.0,2
1941745001,15.0,2
1941745001,17.0,2
1941745001,18.0,1
1941745001,20.0,1
1941745001,21.0,1
1941745001,22.0,1
1941745001,23.0,3
1941745001,28.0,2
1941745001,29.0,2
1941745001,30.0,1
1941745001,31.0,2
1958120495,2.0,3
1958120495,3.0,2
1958120495,4.0,5
1958120495,5.0,3
1958120495,6.0,3
1958120495,7.0,3
1958120495,8.0,1
1958120495,9.0,3
1958120495,10.0,5
1958120495,11.0,1
1958120495,12.0,2
1958120495,13.0,2
1958120495,14.0,2
1958120495,15.0,6
1958120495,16.0,2
1958120495,17.0,4
1958120495,18.0,2
1958120495,19.0,1
1958120495,20.0,2
1958120495,21.0,2
1958120495,22.0,3
1958120495,23.0,2
1958120495,24.0,3
1958120495,25.0,3
1958120495,26.0,2
1958120495,27.0,4
1958120495,28.0,3
1958120495,29.0,4
1958120495,31.0,2
1984847156,1.0,3
1984847156,2.0,7
1984847156,3.0,12
1984847156,4.0,10
1984847156,5.0,13
1984847156,6.0,12
1984847156,7.0,9
1984847156,8.0,14
1984847156,9.0,10
1984847156,10.0,9
1984847156,11.0,14
1984847156,12.0,8
1984847156,13.0,13
1984847156,14.0,14
1984847156,15.0,14
1984847156,16.0,15
1984847156,17.0,17
1984847156,18.0,9
1984847156,19.0,7
1984847156,20.0,8
1984847156,21.0,12
1984847156,22.0,11
1984847156,23.0,15
1984847156,24.0,12
1984847156,25.0,14
1984847156,26.0,15
1984847156,27.0,18
1984847156,28.0,10
1984847156,29.0,10
1984847156,30.0,17
1984847156,31.0,8
1988072399,1.0,2
1988072399,3.0,2
1988072399,4.0,1
1988072399,6.0,1
1988072399,7.0,2
1988072399,10.0,1
1988072399,11.0,1
1988072399,14.0,1
1988072399,15.0,1
1988072399,18.0,1
1988072399,19.0,2
1988072399,25.0,1
1988072399,30.0,1
1988072399,31.0,1
1995535367,2.0,3
1995535367,3.0,1
1995535367,4.0,1
1995535367,5.0,3
1995535367,6.0,6
1995535367,8.0,1
1995535367,9.0,1
1995535367,13.0,1
1995535367,15.0,1
1995535367,16.0,1
1995535367,18.0,3
1995535367,19.0,2
1995535367,20.0,3
1995535367,21.0,4
1995535367,22.0,2
1995535367,24.0,1
1995535367,25.0,2
1995535367,26.0,3
1995535367,30.0,1
2006545274,2.0,1
2006545274,3.0,2
2006545274,5.0,1
2006545274,7.0,1
2006545274,9.0,2
2006545274,14.0,1
2006545274,15.0,1
2006545274,18.0,1
2006545274,19.0,1
2006545274,21.0,1
2006545274,24.0,2
2006545274,25.0,1
2006545274,28.0,1
2006545274,30.0,2
2027803414,1.0,1
2027803414,10.0,1
2027803414,15.0,1
2027803414,16.0,1
2027803414,17.0,1
2027803414,20.0,1
2027803414,29.0,1
2030108463,1.0,4
2030108463,2.0,1
2030108463,3.0,6
2030108463,4.0,5
2030108463,5.0,5
2030108463,6.0,3
2030108463,7.0,2
2030108463,8.0,5
2030108463,9.0,4
2030108463,10.0,4
2030108463,11.0,5
2030108463,12.0,5
2030108463,13.0,5
2030108463,14.0,6
2030108463,15.0,5
2030108463,16.0,7
2030108463,17.0,2
2030108463,18.0,2
2030108463,19.0,9
2030108463,20.0,4
2030108463,21.0,3
2030108463,22.0,5
2030108463,23.0,3
2030108463,24.0,5
2030108463,25.0,4
2030108463,26.0,8
2030108463,27.0,5
2030108463,28.0,8
2030108463,29.0,5
2030108463,30.0,2
2030108463,31.0,3
2038339856,1.0,13
2038339856,2.0,14
2038339856,3.0,20
2038339856,4.0,25
2038339856,5.0,17
2038339856,6.0,14
2038339856,7.0,35
2038339856,8.0,21
2038339856,9.0,26
2038339856,10.0,30
2038339856,11.0,34
2038339856,12.0,33
2038339856,13.0,28
2038339856,14.0,34
2038339856,15.0,29
2038339856,16.0,25
2038339856,17.0,13
2038339856,18.0,16
2038339856,19.0,14
2038339856,20.0,24
2038339856,21.0,28
2038339856,22.0,22
2038339856,23.0,19
2038339856,24.0,34
2038339856,25.0,22
2038339856,26.0,19
2038339856,27.0,25
2038339856,28.0,29
2038339856,29.0,22
2038339856,30.0,20
2038339856,31.0,15
2045004349,18.0,1
2045004349,19.0,1
2045004349,21.0,1
2045004349,23.0,1
2045004349,26.0,1
2045004349,27.0,1
2045623452,2.0,1
2045623452,5.0,1
2045623452,8.0,2
2045623452,9.0,1
2045623452,10.0,1
2045623452,11.0,1
2045623452,13.0,1
2045623452,16.0,1
2045623452,19.0,1
2045623452,24.0,2
2045623452,25.0,1
2045623452,29.0,1
2051045026,1.0,2
2051045026,2.0,1
2051045026,3.0,5
2051045026,4.0,4
2051045026,5.0,3
2051045026,6.0,2
2051045026,7.0,6
2051045026,8.0,2
2051045026,9.0,2
2051045026,10.0,7
2051045026,11.0,2
2051045026,12.0,4
2051045026,13.0,2
2051045026,14.0,4
2051045026,15.0,7
2051045026,16.0,5
2051045026,17.0,6
2051045026,18.0,3
2051045026,19.0,4
2051045026,20.0,4
2051045026,21.0,4
2051045026,22.0,7
2051045026,23.0,5
2051045026,24.0,3
2051045026,25.0,9
2051045026,26.0,5
2051045026,27.0,3
2051045026,28.0,1
2051045026,29.0,4
2051045026,30.0,1
2051045026,31.0,3
2052012102,2.0,6
2052012102,3.0,3
2052012102,4.0,5
2052012102,5.0,6
2052012102,6.0,1
2052012102,7.0,4
2052012102,8.0,4
2052012102,9.0,6
2052012102,10.0,6
2052012102,11.0,3
2052012102,12.0,2
2052012102,13.0,7
2052012102,14.0,2
2052012102,15.0,5
2052012102,16.0,3
2052012102,17.0,5
2052012102,18.0,3
2052012102,19.0,1
2052012102,20.0,4
2052012102,21.0,4
2052012102,22.0,4
2052012102,23.0,4
2052012102,24.0,3
2052012102,25.0,5
2052012102,26.0,2
2052012102,27.0,8
2052012102,28.0,4
2052012102,29.0,2
2052012102,30.0,6
2052012102,31.0,2
2053640111,6.0,1
2053640111,8.0,1
2053640111,13.0,2
2053640111,17.0,1
32213924221,1.0,14
32213924221,2.0,13
32213924221,3.0,15
32213924221,4.0,14
32213924221,5.0,15
32213924221,6.0,7
32213924221,7.0,17
32213924221,8.0,5
32213924221,9.0,2
32213924221,11.0,3
32213924221,12.0,3
32213924221,13.0,3
32213924221,15.0,4
32213924221,16.0,1
32213924221,17.0,8
32213924221,18.0,7
32213924221,19.0,6
32213924221,20.0,6
32213924221,21.0,4
32213924221,22.0,7
32213924221,23.0,11
32213924221,24.0,8
32213924221,25.0,13
32213924221,26.0,8
32213924221,27.0,8
32213924221,28.0,23
32213924221,29.0,14
32213924221,30.0,11
32213924221,31.0,10
32214306594,1.0,1
32214306594,2.0,3
32214306594,3.0,1
32214306594,4.0,1
32214306594,5.0,1
32214306594,6.0,4
32214306594,7.0,6
32214306594,8.0,1
32214306594,9.0,1
32214306594,10.0,3
32214306594,11.0,5
32214306594,12.0,3
32214306594,13.0,1
32214306594,14.0,1
32214306594,15.0,1
32214306594,17.0,3
32214306594,18.0,1
32214306594,21.0,1
32214306594,22.0,4
32214306594,23.0,1
32214306594,24.0,3
32214306594,25.0,3
32214306594,26.0,2
32214306594,27.0,5
32214306594,28.0,1
32214306594,30.0,2
32214306594,31.0,1
32217666558,1.0,1
32217666558,4.0,2
32217666558,7.0,1
32217666558,8.0,2
32217666558,9.0,1
32217666558,16.0,1
