,product_id,buyereval,buyerfeedback,buyerid,help_prob
409,32310650309,80,everything is good but i ordered a blue set and i get a green one,913628104,0.00647444716291004
412,32310650309,100,very accurate,171705851,0.0052321792812469
454,1820408823,100,perfect delivery   perfect goods,699712892,0.006534304155464748
457,1820408823,100,thank you,128851970,0.005421341885859272
468,1820408823,100,thank you,,
469,1820408823,100,thank you,,
472,1761633635,100,"everything is good, top ware! thanks",919390418,0.006143216672544767
473,1761633635,80,metallic part wasn't same color as picture,196886300,0.005082702971964412
485,32276245663,100,thank you from calizota!,914208419,0.005421341885859272
501,1688306296,100,"i have bought a few spools of this line it is great line for catfishing the black color seems to work the best for muddy conditions,i recommend this line to anyone that is looking for good line at a great value ",904422740,0.0353699114043929
506,1688306296,100,"excellent quality  thin, strong, with no memory  ",176581748,0.008598518581762343
523,1688306296,100,"request received  i am very satisfied  well packed  i recommend the product and attentive seller  in the future, i will buy more  thank you and congratulations ",181221719,0.01592832929877491
538,1688306296,80,"item arrived is very very very thin, not tested yet",711558153,0.00585998093781787
569,1688306296,100,good quality,,0.006321142117505214
582,1941745001,100,nicely made   i should have bought the smaller size  great value ,1655192814,0.013118055526844273
603,1688306296,100,everything is all right  thank you ,762133014,0.005495900614885852
613,1941745001,100,really good!!!! good quality!!!,872387490,0.007123284957072862
639,1941745001,100,"i am satisfied, for 107 waist it's a little bit short, but good material, shipping to romania one month ",1743396632,0.010041323749605048
644,1941745001,100,"very good quality  it's very light weight, feels like it's made of aluminum  thank you seller for fast shipping  )",,0.015991515409698
659,32292571651,80,nice shoes,1634725005,0.005200460653903686
661,32292571651,80,nice shoes,1634725005,
662,1452219697,80,"the item is worth for the price  but don t go by product picture by seller alone  in sellers display pic the dress seems to be of single color but actually upper part and lower part are different shades of blue other than that i am fully satisfied   i have checked other customers photos as well  the product is exactly same as those so i advice to check other people s pic and then buy it  but overall very good experience   quick shipping, quick communication and a great dress for the price  ",,0.06548720396323601
667,32221609176,80,like the merchandise   will order again   thank you ,137522511,0.006133186788758302
670,32221609176,80,like the merchandise   will order again   thank you ,137522511,
671,32221609176,80,like the merchandise   will order again   thank you ,137522511,
686,1995535367,60,"colors not as same as the photo, i don't like the color ",824599836,0.00555022290583277
710,1995535367,100,"really realistic  , love it",707236067,0.004715206234901211
711,1995535367,100,love them ,738576162,0.005389974649226224
713,1995535367,100,they're so cute  thankyou,1684359745,0.00605224393500998
726,32213924221,100,happy with product everything is ok  i recommend this seller!!!,1639461163,0.01090548049979723
727,32260679205,100,perfect,1695575730,0.00556319687890866
728,32260679205,100,i satisfy everything shop to you guys thank you so much love aliexpress,1700743242,0.00683641049682243
729,32260679205,100,hermoso producto,901751564,0.0046645620317266835
730,32260679205,100,just as ordered,1797894927,0.0068497402530223244
741,32260679205,100,perfect !,1797894927,0.00556319687890866
751,1917215533,100,"product quality, affordable price ",133897145,0.008191396639615421
759,32274891058,100,great condition  fits well to my phone  it s whats on the picture  ,1725492742,0.00791539168035248
760,32274891058,100,super good  messed up the shipping address and it still got to me super fast  thank you !!,724276499,0.007625973729012466
761,32274891058,60,"average case  flimsy, not stiff  rear storage difficult to open  have to use finger nails  case could benefit from a grippy material on rear storage compartment  can store about two cards or a bit of cash  ",913654290,0.003724827067437348
762,32213924221,100,"very fast delivery, within just 1 week to the usa!! good quality!",1640917126,0.010384866077627982
763,32274891058,20,"don't purchase anything for plus model from this seller they are useless, cut outs are simply way bigger than any possible card, it is almost the size of the whole cover, so as you've guessed the cards are loose  the seller itself is not trying to understand it's quite opposite, he was insisting in a very bad manner that that's the way it should be until i've showed my old one which is exactly the way it should be and only after that i've opened a dispute and got a refund  i'm rarely opening a dispute for such a small amount, but this seller, actually the way he communicates made me click to dispute button ",778304361,0.027832158463582873
764,32274891058,20,card holder is not working  holder cover is very loose  card holder slider is not tight and not able to hold cards ,195013951,0.005594302133900672
769,32274891058,100,love the case!,1737573819,0.005005668250626806
774,32274891058,100,great!!,140239799,0.005910034572778228
781,32274891058,80,the same like from the pictures  ) thank you very much!,1772692122,0.005890992660484399
782,32274891058,100,"very good quality, fast delivery",821290857,0.006921531261791905
784,32274891058,100,item as described   would recommend  ),748037123,0.008661218142623953
787,32274891058,20,"don't purchase anything for plus model from this seller they are useless, cut outs are simply way bigger than any possible card, it is almost the size of the whole cover, so as you've guessed the cards are loose  the seller itself is not trying to understand it's quite opposite, he was insisting in a very bad manner that that's the way it should be until i've showed my old one which is exactly the way it should be and only after that i've opened a dispute and got a refund  i'm rarely opening a dispute for such a small amount, but this seller, actually the way he communicates made me click to dispute button ",778304361,
789,32274891058,100,fits three credit cards nicely ,170546346,0.006593366295811324
790,32274891058,100,exactly what i ordered!! perfect!!,779162209,0.007234749630968401
793,32274891058,20,card holder is not working  holder cover is very loose  card holder slider is not tight and not able to hold cards ,195013951,
803,32213924221,100,"love this vendor!  i will continue to order their products for my customers due to the high level of quality, fast shipping, and fantastic prices!",872275337,0.009136968972853878
804,32213924221,100,very beautiful jewelry  incredible cheap price  will buy again ,,0.012040258020909165
806,32213924221,100,excellent value! great shipping time      this one was for my husband     ordered another one for myself!,1633479372,0.01751406623368095
807,32213924221,100,this product its excellent  the size its perfect  fast delivery,791408836,0.01100921659045186
809,32213924221,100,arrived in less then 3 weeks  i'm very surprised and excited,905717115,0.00808637864060255
810,32213924221,100,"good material, beautiful, comfortable, and fast shipping    i'm very satisfied and will order again other colors, thank you",894581686,0.017179293265689816
811,32213924221,100,"item exactly as in description, good quality materials  thanks",791017430,0.012832044386458142
812,32213924221,100,very good product  i am very pleased pleased that he bought it in your store  good store  good luck!,758394176,0.025260783927714702
813,32213924221,100,happy with product everything is ok  i recommend this seller!!!,908664571,
814,32213924221,100,"just received it! thanks, i love it s much! delivered in a very reasonnable extension of time  see you soon!",1639559639,0.010455992341340113
815,32213924221,100,"good material, beautiful, comfortable, and fast shipping    i'm very satisfied and will order again other colors, thank you",765985764,
816,32213924221,100,"item exactly as in description, good quality materials  thanks",1640438742,
817,32213924221,100,excellent value! great shipping time      this one was for my husband     ordered another one for myself!,769162913,
818,32213924221,100,"item exactly as in description, good quality materials  thanks",906444019,
819,32213924221,100,im so happy of what i got however it took so long to arrive   worth it though,792940304,0.00568454978496614
820,32213924221,100,the seller promptly solved the problem  super fast delivery love,764429631,0.00947340021329933
824,32213924221,100,"item exactly as in description, good quality materials  thanks",907972494,
826,32213924221,100,very beautiful jewelry  incredible cheap price  will buy again ,,
830,32213924221,100,excellent value! great shipping time      this one was for my husband     ordered another one for myself!,1633479372,
831,32213924221,100,this product its excellent  the size its perfect  fast delivery,791408836,
833,32213924221,100,arrived in less then 3 weeks  i'm very surprised and excited,905717115,
834,32213924221,100,"good material, beautiful, comfortable, and fast shipping    i'm very satisfied and will order again other colors, thank you",894581686,
835,32213924221,100,"item exactly as in description, good quality materials  thanks",791017430,
836,32213924221,100,very good product  i am very pleased pleased that he bought it in your store  good store  good luck!,758394176,
837,32213924221,100,happy with product everything is ok  i recommend this seller!!!,908664571,
838,32213924221,100,"just received it! thanks, i love it s much! delivered in a very reasonnable extension of time  see you soon!",1639559639,
839,32213924221,100,"good material, beautiful, comfortable, and fast shipping    i'm very satisfied and will order again other colors, thank you",765985764,
840,32213924221,100,"item exactly as in description, good quality materials  thanks",1640438742,
841,32213924221,100,excellent value! great shipping time      this one was for my husband     ordered another one for myself!,769162913,
844,32213924221,100,"item exactly as in description, good quality materials  thanks",906444019,
845,32213924221,100,im so happy of what i got however it took so long to arrive   worth it though,792940304,
846,32213924221,100,the seller promptly solved the problem  super fast delivery love,764429631,
847,32213924221,100,"very fast delivery, within just 1 week to the usa!! good quality!",795921939,
848,32213924221,100,arrived in less then 3 weeks  i'm very surprised and excited,759540643,
849,32213924221,100,looks just like the picture and good thick material,757197551,0.010043232875316138
850,32213924221,100,im so happy of what i got however it took so long to arrive   worth it though,1639751053,
851,32213924221,100,"just received it! thanks, i love it s much! delivered in a very reasonnable extension of time  see you soon!",1639910141,
852,32213924221,100,"just received it! thanks, i love it s much! delivered in a very reasonnable extension of time  see you soon!",1638887640,
853,32213924221,100,"just received it! thanks, i love it s much! delivered in a very reasonnable extension of time  see you soon!",1634068987,
854,32213924221,100,wonderful from wonderful seller  very fast shipment and delivery  i was pleasantly surprised with a little gift inside the package  would recommend this seller to everyone ,1670533988,0.02678466762673492
855,32213924221,100,the seller promptly solved the problem  super fast delivery love,1670581482,
858,32213924221,100,great seller and professional service  highly recommended,824094717,0.01134543810265306
860,32213924221,100,"really lovely  good colours, nice chain length  the earrings in particular are gorgeous  shipping was 30 days to australia ",776901915,0.012943703840321345
862,32213924221,100,wonderful from wonderful seller  very fast shipment and delivery  i was pleasantly surprised with a little gift inside the package  would recommend this seller to everyone ,1670613231,
863,32213924221,100,wonderful from wonderful seller  very fast shipment and delivery  i was pleasantly surprised with a little gift inside the package  would recommend this seller to everyone ,1639639264,
864,32213924221,100,excellent value! great shipping time      this one was for my husband     ordered another one for myself!,1642564151,
865,32213924221,100,the seller promptly solved the problem  super fast delivery love,1642567085,
866,32213924221,100,the seller promptly solved the problem  super fast delivery love,824761549,
867,32213924221,100,"item exactly as in description, good quality materials  thanks",1640757764,
868,32213924221,100,worth the wait  i hope they don't lose their color but i am very happy so far  looks very vibrant!,741479187,0.00850368232849542
869,32213924221,100,im so happy of what i got however it took so long to arrive   worth it though,1643158961,
870,32213924221,100,wonderful from wonderful seller  very fast shipment and delivery  i was pleasantly surprised with a little gift inside the package  would recommend this seller to everyone ,1639575705,
871,32213924221,100,wonderful from wonderful seller  very fast shipment and delivery  i was pleasantly surprised with a little gift inside the package  would recommend this seller to everyone ,1670599086,
872,32213924221,100,happy with product everything is ok  i recommend this seller!!!,1639846817,
874,32213924221,100,im so happy of what i got however it took so long to arrive   worth it though,1634196085,
875,32213924221,100,great seller and professional service  highly recommended,1669476174,
876,32213924221,100,"good material, beautiful, comfortable, and fast shipping    i'm very satisfied and will order again other colors, thank you",1669062698,
877,32213924221,100,im so happy of what i got however it took so long to arrive   worth it though,1670343968,
878,32213924221,100,very good product  i am very pleased pleased that he bought it in your store  good store  good luck!,1640165808,
879,32213924221,100,"very fast delivery, within just 1 week to the usa!! good quality!",1633447489,
881,32213924221,100,im so happy of what i got however it took so long to arrive   worth it though,1639511785,
882,32213924221,100,looks just like the picture and good thick material,911947794,
883,32213924221,100,"very fast delivery, within just 1 week to the usa!! good quality!",1669062560,
884,32213924221,100,"good material, beautiful, comfortable, and fast shipping    i'm very satisfied and will order again other colors, thank you",1640693703,
885,32213924221,100,great seller and professional service  highly recommended,1640197595,
886,32213924221,100,great seller and professional service  highly recommended,1642535607,
887,32213924221,100,very good product  i am very pleased pleased that he bought it in your store  good store  good luck!,1667652848,
888,32213924221,100,excellent value! great shipping time      this one was for my husband     ordered another one for myself!,1639300269,
890,32213924221,100,arrived in less then 3 weeks  i'm very surprised and excited,913334018,
891,32213924221,100,"just received it! thanks, i love it s much! delivered in a very reasonnable extension of time  see you soon!",1638582242,
892,32213924221,100,looks just like the picture and good thick material,757363381,
893,32213924221,100,"item exactly as in description, good quality materials  thanks",1639956657,
894,32213924221,100,im so happy of what i got however it took so long to arrive   worth it though,1669239768,
895,32213924221,100,happy with product everything is ok  i recommend this seller!!!,1669686918,
896,32213924221,100,the seller promptly solved the problem  super fast delivery love,1639332038,
897,32213924221,100,"item exactly as in description, good quality materials  thanks",757252157,
898,32213924221,100,looks just like the picture and good thick material,1643413319,
899,32213924221,100,looks just like the picture and good thick material,1638468535,
901,32213924221,100,im so happy of what i got however it took so long to arrive   worth it though,1638135647,
902,32213924221,100,arrived in less then 3 weeks  i'm very surprised and excited,1640741116,
904,32213924221,100,arrived in less then 3 weeks  i'm very surprised and excited,1671157362,
905,32213924221,100,"just received it! thanks, i love it s much! delivered in a very reasonnable extension of time  see you soon!",1670567189,
906,32213924221,100,"good material, beautiful, comfortable, and fast shipping    i'm very satisfied and will order again other colors, thank you",1669255790,
907,32213924221,60,not good quality for the charged price  came quickly but not satisfied with this purchase ,916433284,0.009807108616199177
908,32213924221,100,arrived in less then 3 weeks  i'm very surprised and excited,1668615084,
909,32213924221,100,very good product  i am very pleased pleased that he bought it in your store  good store  good luck!,1669751966,
910,32213924221,100,excellent value! great shipping time      this one was for my husband     ordered another one for myself!,1671845393,
912,32213924221,100,wonderful from wonderful seller  very fast shipment and delivery  i was pleasantly surprised with a little gift inside the package  would recommend this seller to everyone ,1669845598,
913,32213924221,100,great seller and professional service  highly recommended,1670487063,
914,32213924221,100,"good material, beautiful, comfortable, and fast shipping    i'm very satisfied and will order again other colors, thank you",1669524044,
916,32213924221,100,wonderful from wonderful seller  very fast shipment and delivery  i was pleasantly surprised with a little gift inside the package  would recommend this seller to everyone ,913194142,
917,32213924221,100,the seller promptly solved the problem  super fast delivery love,1671063053,
918,32213924221,100,thanks for a swift transaction ,757297161,0.007119832024520893
920,32213924221,100,"good material, beautiful, comfortable, and fast shipping    i'm very satisfied and will order again other colors, thank you",914763864,
921,32213924221,100,this product its excellent  the size its perfect  fast delivery,1669718187,
924,32213924221,100,very good product  i am very pleased pleased that he bought it in your store  good store  good luck!,1733831152,
925,32213924221,100,very good product  i am very pleased pleased that he bought it in your store  good store  good luck!,1613139301,
926,32213924221,100,this product its excellent  the size its perfect  fast delivery,1737061204,
927,32213924221,100,"just received it! thanks, i love it s much! delivered in a very reasonnable extension of time  see you soon!",1735589015,
928,32213924221,100,this product its excellent  the size its perfect  fast delivery,1733831726,
929,32213924221,100,arrived in less then 3 weeks  i'm very surprised and excited,1732887709,
930,32213924221,100,im so happy of what i got however it took so long to arrive   worth it though,1735287049,
931,32213924221,100,very good product  i am very pleased pleased that he bought it in your store  good store  good luck!,1740484497,
932,32213924221,100,"item exactly as in description, good quality materials  thanks",1733687496,
933,32213924221,100,the seller promptly solved the problem  super fast delivery love,1732100856,
934,32213924221,100,wonderful from wonderful seller  very fast shipment and delivery  i was pleasantly surprised with a little gift inside the package  would recommend this seller to everyone ,1735573413,
935,32213924221,100,"very fast delivery, within just 1 week to the usa!! good quality!",1732132359,
936,32213924221,100,excellent value! great shipping time      this one was for my husband     ordered another one for myself!,1732196559,
937,32213924221,100,the seller promptly solved the problem  super fast delivery love,1735013623,
938,32213924221,100,wonderful from wonderful seller  very fast shipment and delivery  i was pleasantly surprised with a little gift inside the package  would recommend this seller to everyone ,1732950697,
939,32213924221,100,the seller promptly solved the problem  super fast delivery love,1735701705,
940,32213924221,100,"just received it! thanks, i love it s much! delivered in a very reasonnable extension of time  see you soon!",1733751938,
941,32213924221,100,great seller and professional service  highly recommended,1613217035,
942,32213924221,100,absolutely stunning set! i totally recommend,726804558,0.008137889795591746
947,32213924221,100,fast shipped  good for my little daughter,169781020,0.005686416651038573
948,32213924221,100,very nice and fits  cheaper price might sell more,808249009,0.008168647746371148
949,32213924221,100,very nice and fits  cheaper price might sell more,790977919,
950,32213924221,100,thanks for a swift transaction ,791077501,
952,32213924221,100,"top is good quality, fast shipping",793083761,0.008013243118035944
953,32213924221,100,"really happy, really really good product!",1639892728,0.0076542413083510955
954,32213924221,100,very nice and fits  cheaper price might sell more,789813232,
958,32213924221,100,good product smooth transaction ,747337399,0.009307660817781664
959,32213924221,100,very nice and fits  cheaper price might sell more,1637591185,
960,32213924221,100,"perfect size, great material, awesome seller!",1643477226,0.008853770217350367
961,32213924221,100,it is just awesome will order more ,900372702,0.0064293091297996
963,32213924221,100,"really happy, really really good product!",1669735875,
964,32213924221,100,"i got this order fast, thanks  good",1639399904,0.00856705391670896
965,32213924221,100,very nice  fast shipping  big like!,1637751250,0.007546877731076121
966,32213924221,100,thanks for wonderful jewelry       ,931842798,0.007935264380508551
967,32213924221,100,"really happy, really really good product!",1669239736,
969,32213924221,100,"perfect size, great material, awesome seller!",1640869421,
971,32213924221,100,very nice and fits  cheaper price might sell more,1639988323,
973,32213924221,100,"top is good quality, fast shipping",1640052159,
974,32213924221,100,"perfect size, great material, awesome seller!",1640165251,
976,32213924221,100,"top is good quality, fast shipping",1669046658,
977,32213924221,100,very nice  fast shipping  big like!,826321443,
980,32213924221,100,it's so beautiful  simple and elegant,,0.006911202721671848
981,32213924221,100,the items are exactly the same as the photo,874327949,0.005083420354448517
982,32213924221,100,very nice and fits  cheaper price might sell more,1639429323,
985,32213924221,100,very nice and fits  cheaper price might sell more,1670613035,
988,32213924221,100,lovely set looking forward to wearing it,787941492,0.006658093018592571
990,32213924221,100,very beautiful,1823350101,0.006227617553153821
991,32213924221,100,beautiful rose gold set will definitely buy again,1679479500,0.009566066662456452
992,32213924221,100,"top is good quality, fast shipping",1732212118,
993,32213924221,100,very nice and fits  cheaper price might sell more,1613185421,
994,32213924221,100,very nice and fits  cheaper price might sell more,1732966329,
996,32213924221,100,"top is good quality, fast shipping",1735653448,
997,32213924221,100,"i got this order fast, thanks  good",1734599146,
999,32213924221,100,"i got this order fast, thanks  good",1733364262,
1000,32213924221,100,very nice and fits  cheaper price might sell more,1735653847,
1001,32213924221,100,best quality  fast shiping!,892883428,0.007717716529144222
1002,32213924221,100,very nice  fast shipping  big like!,1613171185,
1003,32213924221,100,very nice and fits  cheaper price might sell more,1734471772,
1005,32213924221,100,"perfect size, great material, awesome seller!",1732982732,
1008,32213924221,100,"very nice, real good",1642532822,0.007099253911819419
1012,32213924221,80,not as good as in photo,737348695,0.005634667913147794
1015,32213924221,100,"very nice, real good",899855318,
1022,32213924221,100,quality beyond imagination!,789567496,0.006412714148880045
1024,32213924221,100,quality beyond imagination!,901413777,
1030,32213924221,100,"very nice, real good",769147968,
1043,32213924221,100,quality beyond imagination!,758116772,
1058,32213924221,100,"very nice, real good",1669222108,
1069,32270975835,100,item is good as expected,,0.007155675689065394
1076,32302220418,40,product is a womens jacket being sold as a mens jacket ,879377,0.008399866039809654
1099,1655146871,100,its ok  kids is happy ,,0.006682954331902074
1146,1372610209,100,cute little shirt  everything was as described!,881996998,0.008582790422424354
1166,1485845156,100,great ,128807477,0.005910034572778228
1172,1666767360,100,"it is good quality and they are the same as they look in the photo, but for me, they are small !!",854992753,0.006958148557411681
1173,1666767360,100,exactly what i had expected  wish it came with it's own carrying case but the microfiber cloth and the extra accessories make up for it and the quality is better than expected coming from this price range  no glare so uv protection polarization is legit and style of it is similar to that from iron as well ,1706725972,0.011191680676662924
1176,1666767360,20,glasses had defects in the surface  bubble in between the glass and the coating  this was not on the description ,1615161642,0.010640265750428955
1177,1666767360,60,"fast delivery, nice product but low detail quality",1721431453,0.00900740185991949
1187,32274606237,100,exactly like pictures and just what i was wanting,164549005,0.007024274231227914
1188,32274606237,100,very elegant and beautiful ,180024724,0.006682163718519241
1194,32242377008,100,lovely ring   ,912687127,0.006504631466161836
1211,32214306594,100,"good quality  light is powerfull  lantern is small, perfect for bicycles  i fixed the holder on my bike pretty well but holder is a little bit bigger than torch  i had to add duct tape on torch to fix in the holder ",,0.015745317947165344
1231,32214306594,100,i ordered 2 of this bike lights and thay are great shining very well i recomend,713175277,0.008517725135140016
1233,32214306594,80,good for the price,,0.006050256483596429
1255,32214306594,100,looks good  it took 2 months  ,699036018,0.007063875806276151
1266,32214306594,100,great quality  ,160191840,0.007187917642493392
1268,2045623452,100,very fast delivery  the screen protector is one of the best i've ever had  thank you so much!,889798001,0.006642700337300548
1271,2045623452,20,i m order for iphone x and i m get iphone 7 glass screen ,906310581,0.004832263500428089
1278,2045623452,100,it s good,1670427274,0.0051965496468672915
1284,32281283653,100,very nice makeup brushes,183498164,0.006497118888760005
1288,32281283653,100,very nice soft brushes!,110071329,0.007985895314784993
1313,32219828796,100,"great quality item, will definitely be doing business with again ",755784625,0.00646250388181488
1316,32219828796,100,i like to know when i'm gonna receive my order because i need them a soon as possible  and can u tell me when,,0.004072458409136703
1317,32219828796,100,as always  every order  excellent!!!!,179302393,0.006893174864911653
1318,32219828796,100,nice! just like picture perfect,,0.010928666041172057
1320,32219828796,100,great deal and super fast shipping!  thank you!!!,142370366,0.00823620175668206
1325,32219828796,100,great !,1631419896,0.005910034572778228
1333,32219828796,20,"the seller sent the wrong product  
i contacted and all he did was offer me a discount on the next purchase, but due to loss of confidence, i do not intend to buy in this store again ",749774601,0.014402938805701305
1334,32219828796,100,"unbelievable transfer speed, to poland one week and half, the glass is not very wide if you have big face like me it s not very suitable, but i m enough happy with it ",1639818579,0.01208734669843039
1335,32219828796,80,there are some scratches on front glasses  but quality is great ,193962217,0.007319025030603238
1340,32219828796,100,good quality! good packaging! good product over all! i recommend ,738422692,0.01121853308037571
1349,32219828796,80,"great! just disappointed that nothing is written inside (ce, category   )",786166905,0.011496928359477139
1351,32219828796,100,"       ,              ,              !  thank you, the order is received, points super!",702934518,0.0072356619167824035
1356,32290724057,60,"the images are pretty poor quality, but they were cheap, so probably worth it ultimately ",170728511,0.007556969292125132
1359,32290724057,100,very soft great material u can tell it won't fade as most clothes do,1667096921,0.0077639838439620395
1360,32290724057,100,i love my owl tshirt so soft  fits perfect  colors are vibrant  will order more and recommend to all  thank you!,1708231206,0.017039053352696214
1362,32290724057,100,colors are beautiful and size is good  ,846696452,0.008084237329197518
1363,32290724057,40,the photo on the tee shirt is pixellised    it's horrible ,1617914539,0.0059679191380068285
1395,32290724057,100,"wau  thank you so much  beautiful , light t shirt, slightly pruritic, beautiful sewing and color , recommend , come very quickly , super store  size eu between l xl ",806774772,0.019414057546066878
1402,32290724057,100,the t shirt id thin  but really beautiful  perfect for my vacation in greece! 1 66m 80kg  fits perfect!,785783718,0.014022956260506508
3561,32718531935,100,"came really fast, very good quality  came in 7 days",,0.006953171005714213
3569,32718531935,80,"i like the packaging, the color is nice and it worked just fine ",915646015.0,0.007223489153974064
3572,32718531935,100,"great earbuds, the quality is very good and the price is terrific ",1733479409.0,0.010363915286487424
3578,32718531935,100,these sound good and are comfortable ,,0.006082854923734801
3591,32512250929,80,ths microphone is a little far from the mouth so you have to hold it to your nouth  other than that  really great ,715464470.0,0.008505803146737455
3639,32718531935,80,moyen quality but this is a very good price fir this materiel but the shipping is very slow,814484436.0,0.008487652248323012
3652,32718531935,100,"really good quality for the price  the magnet is not strong, but the sound is good  thank you seller",813594915.0,0.014896028829290597
3653,32512250929,100,"sound quality for that price is very good, but overall 6 10  i recommend this seller and his products ",1651317306.0,0.01055204213277196
3671,32718531935,80,magnets? really? doesn t work  headphones work good  ,710640504.0,0.0063258550043613585
3682,32512250929,100,"beautiful design, very fast delivery, work, super sound  i recommend! 
",198373082.0,0.00992625191870074
